FLIGHT,DESTGEO,BAREA,STRATA,PEAK,DEPTIME,ARRTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q4BAGS,Q4STORE,Q4FOOD,Q8COM1,Q8COM2,Q8COM3,HOME,Q17COUNTRY,Q18AGE,Q19GENDER,Q21FLY,WEIGHT
718,2,B,1,1,0.354166667,0.291666667,90,2,,,1,0,0,,,,90,US,6,2,0,0.373206
718,2,B,1,1,0.354166667,0.291666667,90,2,3,,1,2,2,,,,4,US,3,2,1,0.373206
776,1,B,1,1,0.385416667,0.284722222,145,6,,,1,2,2,993,,,10,US,3,2,2,0.373206
776,1,B,1,1,0.385416667,0.291666667,135,1,,,2,1,2,202,,,10,US,4,1,1,0.373206
776,1,B,1,1,0.385416667,0.3125,105,3,,,2,2,2,12,,,10,US,5,2,2,0.373206
776,1,B,1,1,0.385416667,0.305555556,115,2,,,2,2,1,5,22,,1,US,2,2,2,0.373206
776,1,B,1,1,0.385416667,0.277777778,155,5,,,0,3,0,4,,,5,US,4,1,2,0.373206
776,1,B,1,1,0.385416667,0.333333333,75,1,,,2,2,2,,,,7,US,3,1,2,0.373206
776,1,B,1,1,0.385416667,0.3125,105,3,,,2,1,2,,,,1,US,4,1,2,0.373206
776,1,B,1,1,0.385416667,0.291666667,135,3,,,1,2,1,306,,,3,US,2,2,3,0.373206
776,1,B,1,1,0.385416667,0.322916667,90,1,,,2,2,2,,,,11,US,4,1,2,0.373206
776,1,B,1,1,0.385416667,0.322916667,90,2,,,1,1,1,993,,,2,US,3,2,2,0.373206
776,1,B,1,1,0.385416667,0.277777778,155,4,,,2,1,1,,,,5,US,4,2,1,0.373206
606,6,A,2,3,0.576388889,0.458333333,170,4,,,1,2,2,,,,4,US,2,2,1,0.669478
776,1,B,1,1,0.385416667,0.3125,105,3,,,2,2,1,,,,1,US,3,1,1,0.373206
776,1,B,1,1,0.385416667,0.3125,105,1,,,2,2,2,,,,11,US,4,1,1,0.373206
606,6,A,2,3,0.576388889,0.479166667,140,1,,,1,1,1,1,21,,15,NETHERLANDS,5,1,2,0.669478
776,1,B,1,1,0.385416667,0.215277778,245,1,,,1,0,0,,,,3,US,4,2,3,0.373206
606,6,A,2,3,0.576388889,0.458333333,170,2,,,1,1,1,999,,,15,FRANCE,6,2,2,0.669478
776,1,B,1,1,0.385416667,0.3125,105,1,,,1,2,2,993,,,2,US,5,1,1,0.373206
606,6,A,2,3,0.576388889,0.458333333,170,3,,,1,1,2,,,,15,GERMANY,3,2,3,0.669478
776,1,B,1,1,0.385416667,0.302083333,120,6,,,1,2,1,,,,5,US,3,1,2,0.373206
606,6,A,2,3,0.576388889,0.479166667,140,2,,,1,2,1,1,,,3,US,7,2,2,0.669478
776,1,B,1,1,0.385416667,0.291666667,135,2,,,1,2,1,,,,5,US,4,2,2,0.373206
606,6,A,2,3,0.576388889,0.416666667,230,2,,,1,0,1,111,,,10,US,7,2,2,0.669478
776,1,B,1,1,0.385416667,0.3125,105,3,,,2,2,2,20,,,11,US,2,2,2,0.373206
606,6,A,2,3,0.576388889,0.479166667,140,2,,,1,2,2,,,,15,SPAIN,3,0,2,0.669478
776,1,B,1,1,0.385416667,0.364583333,30,1,2,,1,2,2,,,,2,US,7,2,1,0.373206
606,6,A,2,3,0.576388889,0.458333333,170,2,,,1,2,2,102,,,10,US,6,1,2,0.669478
776,1,B,1,1,0.385416667,0.305555556,115,3,,,1,2,2,701,203,,7,US,2,1,2,0.373206
606,6,A,2,3,0.576388889,0.4375,200,2,,,1,1,0,,,,15,FRANCE,7,2,2,0.669478
1709,3,F,1,2,0.25,0.177083333,105,1,,,2,1,1,,,,10,US,7,1,1,2.167946
606,6,A,2,3,0.576388889,0.479166667,140,3,,,1,2,1,,,,15,BELGIUM,2,1,2,0.669478
1709,3,F,1,2,0.25,0.184027778,95,1,,,2,2,2,,,,2,US,6,1,2,2.167946
606,6,A,2,3,0.576388889,0.416666667,230,2,,,1,2,2,,,,15,GERMANY,6,1,2,0.669478
1709,3,F,1,2,0.25,0.1875,90,1,,,2,1,1,,,,11,US,5,2,2,2.167946
606,6,A,2,3,0.576388889,0.447916667,185,3,,,1,0,0,,,,11,US,6,2,2,0.669478
1709,3,F,1,2,0.25,0.1875,90,3,,,1,2,1,,,,12,US,6,2,2,2.167946
1709,3,F,1,2,0.25,0.177083333,105,1,,,2,2,1,,,,12,US,5,1,1,2.167946
606,6,A,2,3,0.576388889,0.4375,200,2,,,2,2,1,1,,,10,US,7,2,2,0.669478
1709,3,F,1,2,0.25,0.166666667,120,2,,,1,1,1,,,,6,US,6,1,2,2.167946
606,6,A,2,3,0.576388889,0.5,110,2,,,1,1,2,,,,2,US,5,2,2,0.669478
1709,3,F,1,2,0.25,0.194444444,80,1,,,2,1,2,,,,10,US,3,1,2,2.167946
1709,3,F,1,2,0.25,0.197916667,75,2,,,2,2,2,999,,,10,US,2,1,3,2.167946
606,6,A,2,3,0.576388889,0.479166667,140,3,,,1,1,2,,,,1,US,2,2,2,0.669478
606,6,A,2,3,0.576388889,0.402777778,250,1,,,1,2,1,,,,15,CZECH REPUBL,3,1,2,0.669478
1709,3,F,1,2,0.25,0.15625,135,2,,,2,2,1,308,,,1,US,6,2,2,2.167946
606,6,A,2,3,0.576388889,0.427083333,215,2,,,1,1,1,3,704,202,15,UK,5,2,0,0.669478
1709,3,F,1,2,0.25,0.197916667,75,2,,,1,1,2,,,,12,US,3,1,2,2.167946
606,6,A,2,3,0.576388889,0.46875,155,1,,,2,1,2,202,704,,15,NETHERLANDS,4,2,2,0.669478
1709,3,F,1,2,0.25,0.180555556,100,2,,,1,2,1,999,,,11,US,7,2,2,2.167946
606,6,A,2,3,0.576388889,0.416666667,230,2,,,1,2,1,,,,4,US,7,1,2,0.669478
1709,3,F,1,2,0.25,0.1875,90,3,,,1,2,1,,,,12,US,7,2,2,2.167946
606,6,A,2,3,0.576388889,0.4375,200,4,,,1,1,2,,,,10,US,2,2,2,0.669478
1709,3,F,1,2,0.25,0.201388889,70,2,,,2,2,2,,,,11,US,6,2,2,2.167946
606,6,A,2,3,0.576388889,0.5,110,1,,,1,1,2,,,,5,US,5,1,2,0.669478
1709,3,F,1,2,0.25,0.208333333,60,1,,,2,2,1,802,803,804,4,US,3,2,2,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,1,,,2,2,1,,,,12,US,6,2,2,0.283644
1709,3,F,1,2,0.25,0.1875,90,3,,,2,2,2,,,,1,US,3,1,2,2.167946
1709,3,F,1,2,0.25,0.197916667,75,1,,,1,0,0,999,,,2,US,6,1,1,2.167946
616,2,A,2,2,0.652777778,0.083333333,820,2,,,2,1,2,,,,2,US,3,2,3,0.283644
1709,3,F,1,2,0.25,0.208333333,60,3,,,2,2,2,,,,10,US,2,2,3,2.167946
616,2,A,2,2,0.652777778,0.5625,130,1,,,1,1,1,,,,12,US,6,1,1,0.283644
1709,3,F,1,2,0.25,0.204861111,65,3,,,1,2,2,,,,11,US,3,2,2,2.167946
616,2,A,2,2,0.652777778,0.572916667,115,5,,,1,2,1,210,,,12,US,3,0,1,0.283644
1709,3,F,1,2,0.25,0,360,3,,,1,2,1,,,,11,US,5,2,1,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,5,,,2,1,2,,,,12,US,3,2,3,0.283644
616,2,A,2,2,0.652777778,0.59375,85,2,,,2,1,2,,,,10,US,2,2,2,0.283644
616,2,A,2,2,0.652777778,0.597222222,80,2,3,,3,2,2,999,,,1,US,4,1,2,0.283644
616,2,A,2,2,0.652777778,0.541666667,160,3,,,1,1,1,,,,3,US,4,1,2,0.283644
616,2,A,2,2,0.652777778,0.541666667,160,4,,,1,2,1,,,,12,US,2,2,0,0.283644
616,2,A,2,2,0.652777778,0.583333333,100,3,,,2,2,2,,,,12,US,3,2,1,0.283644
616,2,A,2,2,0.652777778,0.607638889,65,2,,,2,2,2,12,611,,1,US,3,2,2,0.283644
5172,1,F,1,2,0.329861111,0.28125,70,1,,,2,2,1,208,,,1,US,4,2,2,2.167946
616,2,A,2,2,0.652777778,0.604166667,70,2,,,1,2,2,202,,,4,US,3,1,2,0.283644
5172,1,F,1,2,0.329861111,0.1875,205,2,,,2,2,1,,,,10,US,6,1,2,2.167946
616,2,A,2,2,0.652777778,0.541666667,160,1,,,1,1,1,505,7,,1,US,4,2,2,0.283644
5172,1,F,1,2,0.329861111,0.208333333,175,3,,,2,2,1,,,,10,US,5,2,2,2.167946
616,2,A,2,2,0.652777778,0.541666667,160,3,5,,1,1,2,,,,1,US,2,1,2,0.283644
5172,1,F,1,2,0.329861111,0.239583333,130,1,,,2,2,1,993,,,1,US,5,2,2,2.167946
5172,1,F,1,2,0.329861111,0.291666667,55,1,,,2,1,2,,,,10,US,6,2,2,2.167946
5172,1,F,1,2,0.329861111,0.25,115,2,3,,1,0,0,,,,13,US,5,2,1,2.167946
5172,1,F,1,2,0.329861111,0.291666667,55,2,,,2,2,2,,,,10,US,2,2,3,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,4,,,1,2,2,,,,2,US,2,1,2,0.283644
5172,1,F,1,2,0.329861111,0.298611111,45,1,,,2,1,2,,,,99,0,0,0,0,2.167946
5172,1,F,1,2,0.329861111,0.270833333,85,1,,,2,2,1,,,,12,US,5,1,2,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,2,,,1,2,2,,,,4,US,2,2,2,0.283644
5172,1,F,1,2,0.329861111,0.204861111,180,3,,,2,2,1,,,,10,US,3,2,2,2.167946
616,2,A,2,2,0.652777778,0.604166667,70,3,,,1,2,2,610,,,2,US,2,2,2,0.283644
5172,1,F,1,2,0.329861111,0.25,115,5,,,2,2,1,999,,,5,US,5,2,2,2.167946
5172,1,F,1,2,0.329861111,0.270833333,85,1,,,2,2,2,,,,1,US,5,1,2,2.167946
616,2,A,2,2,0.652777778,0.604166667,70,2,,,1,2,2,,,,12,US,3,2,2,0.283644
616,2,A,2,2,0.652777778,0.041666667,880,3,,,1,1,2,204,,,90,US,2,1,2,0.283644
6348,4,F,1,3,0.375,0.284722222,130,2,,,1,1,2,301,,,3,US,6,2,2,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,5,,,2,2,1,505,,,12,US,4,1,1,0.283644
6348,4,F,1,3,0.375,0.197916667,255,2,,,2,1,1,203,,,13,CANADA,2,2,2,2.167946
616,2,A,2,2,0.652777778,0.59375,85,1,,,1,2,1,,,,1,US,4,1,1,0.283644
6348,4,F,1,3,0.375,0.284722222,130,2,,,2,2,1,,,,13,CANADA,3,1,1,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,6,,,2,2,1,,,,3,US,3,2,1,0.283644
6348,4,F,1,3,0.375,0.270833333,150,3,,,2,2,1,203,,,13,CANADA,5,2,2,2.167946
616,2,A,2,2,0.652777778,0.583333333,100,4,,,1,2,2,,,,1,US,2,1,2,0.283644
616,2,A,2,2,0.652777778,0.611111111,60,1,2,,1,0,0,301,,,99,0,0,0,0,0.283644
758,2,E,1,2,0.291666667,0.21875,105,1,,,1,1,2,,,,17,BAHRAIN,5,1,1,2.167946
616,2,A,2,2,0.652777778,0.5625,130,13,,,1,2,1,,,,12,US,3,2,2,0.283644
758,2,E,1,2,0.291666667,0.229166667,90,3,,,3,2,1,,,,10,US,7,2,1,2.167946
758,2,E,1,2,0.291666667,0.239583333,75,1,,,2,2,1,,,,1,US,4,1,1,2.167946
5244,1,F,1,1,0.420833333,0.333333333,126,2,,,2,1,1,,,,19,NEW ZEALAND,3,2,2,2.167946
2438,1,D,2,1,0.519444444,0.458333333,88,2,,,1,1,2,,,,12,US,6,2,2,0.720538
5244,1,F,1,1,0.420833333,0.322916667,141,2,,,1,2,1,104,,,19,AUSTRALIA,5,2,2,2.167946
2438,1,D,2,1,0.519444444,0.416666667,148,1,,,2,2,2,,,,10,US,3,1,2,0.720538
5244,1,F,1,1,0.420833333,0.291666667,186,1,,,1,2,2,,,,11,US,7,1,1,2.167946
2438,1,D,2,1,0.519444444,0.4375,118,4,,,1,2,2,,,,11,US,2,2,1,0.720538
2438,1,D,2,1,0.519444444,N,N,3,,,1,2,2,,,,11,US,7,2,2,0.720538
5244,1,F,1,1,0.420833333,0.375,66,3,,,2,2,2,999,,,2,US,2,2,2,2.167946
2438,1,D,2,1,0.519444444,0.458333333,88,2,,,2,2,2,,,,10,US,4,2,2,0.720538
5244,1,F,1,1,0.420833333,0.347222222,106,3,6,,2,2,1,309,,,10,US,4,1,2,2.167946
2438,1,D,2,1,0.519444444,0.458333333,88,3,,,2,2,1,,,,5,US,2,1,2,0.720538
2438,1,D,2,1,0.519444444,0.447916667,103,2,,,1,0,0,102,,,15,UK,4,1,2,0.720538
2438,1,D,2,1,0.519444444,0.395833333,178,3,,,1,2,1,,,,2,US,2,1,2,0.720538
2438,1,D,2,1,0.519444444,0.333333333,268,3,,,2,2,1,,,,10,US,3,1,2,0.720538
2438,1,D,2,1,0.519444444,0.40625,163,2,,,2,2,2,,,,11,US,7,2,2,0.720538
2438,1,D,2,1,0.519444444,0.423611111,138,1,,,1,1,1,,,,12,US,5,1,2,0.720538
2438,1,D,2,1,0.519444444,0.395833333,178,2,,,1,2,2,12,,,5,US,5,2,1,0.720538
2438,1,D,2,1,0.519444444,0.395833333,178,3,,,2,2,2,203,,,4,US,7,1,2,0.720538
2438,1,D,2,1,0.519444444,0.4375,118,1,,,2,2,2,321,,,1,US,6,1,1,0.720538
2438,1,D,2,1,0.519444444,0.416666667,148,2,,,1,2,1,999,,,10,US,4,1,2,0.720538
2438,1,D,2,1,0.519444444,0.479166667,58,1,2,,2,2,2,,,,11,US,4,1,2,0.720538
2438,1,D,2,1,0.519444444,0.40625,163,1,,,1,2,2,,,,5,US,7,0,1,0.720538
2438,1,D,2,1,0.519444444,0.479166667,58,1,,,1,2,1,,,,4,US,6,2,2,0.720538
2438,1,D,2,1,0.519444444,0.472222222,68,1,,,2,2,2,610,,,1,US,5,1,2,0.720538
2438,1,D,2,1,0.519444444,0.447916667,103,3,,,2,1,1,,,,11,US,4,1,2,0.720538
2438,1,D,2,1,0.519444444,0.458333333,88,3,,,1,2,1,,,,10,US,3,2,2,0.720538
2438,1,D,2,1,0.519444444,N,N,2,,,1,1,1,,,,12,US,7,1,2,0.720538
2438,1,D,2,1,0.519444444,0.475694444,63,3,,,1,0,0,,,,90,US,7,2,2,0.720538
2438,1,D,2,1,0.519444444,0.395833333,178,5,,,1,1,1,,,,11,US,4,2,2,0.720538
2438,1,D,2,1,0.519444444,0.458333333,88,10,,,1,2,2,999,,,11,US,3,1,2,0.720538
2438,1,D,2,1,0.519444444,0.4375,118,2,,,1,1,2,,,,15,SPAIN,6,2,1,0.720538
1178,2,D,2,1,0.600694444,0.479166667,175,2,,,0,0,1,,,,12,US,2,2,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,6,,,2,2,2,,,,12,US,3,2,2,0.952000
1178,2,D,2,1,0.600694444,0.468055556,191,2,,,1,1,1,202,501,,3,US,3,2,2,0.952000
1178,2,D,2,1,0.600694444,0.468055556,191,2,,,1,1,1,202,507,,3,US,2,1,2,0.952000
1178,2,D,2,1,0.600694444,0.552083333,70,1,,,2,1,2,616,,,5,US,5,1,1,0.952000
1178,2,D,2,1,0.600694444,0.552083333,70,2,3,,2,1,1,,,,12,US,3,2,1,0.952000
1178,2,D,2,1,0.600694444,0.5,145,3,,,0,1,1,999,,,10,US,6,2,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,2,,,1,1,1,701,,,12,US,5,2,2,0.952000
1178,2,D,2,1,0.600694444,0.5,145,3,,,1,0,0,,,,12,US,7,1,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,2,,,1,1,1,,,,12,US,2,2,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,1,,,1,1,1,105,,,6,US,5,1,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,3,,,1,1,2,505,,,12,US,4,1,2,0.952000
1178,2,D,2,1,0.600694444,0.541666667,85,1,,,2,2,1,,,,3,US,5,1,2,0.952000
1178,2,D,2,1,0.600694444,0.510416667,130,1,,,2,2,1,202,,,10,US,4,1,2,0.952000
1178,2,D,2,1,0.600694444,0.083333333,745,2,,,2,2,1,,,,12,US,7,1,2,0.952000
1178,2,D,2,1,0.600694444,0.5625,55,2,,,2,1,1,,,,12,US,3,1,2,0.952000
1178,2,D,2,1,0.600694444,0.53125,100,6,,,2,2,1,,,,12,US,6,2,2,0.952000
1178,2,D,2,1,0.600694444,0.5,145,2,6,,1,0,1,,,,1,US,4,1,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,2,,,1,1,1,505,,,12,US,4,2,2,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,2,,,1,0,0,,,,12,US,4,1,3,0.952000
1178,2,D,2,1,0.600694444,0.520833333,115,3,,,1,1,1,993,,,1,US,6,2,2,0.952000
1178,2,D,2,1,0.600694444,0.559027778,60,1,,,1,2,1,,,,12,US,3,2,2,0.952000
306,1,A,2,2,0.618055556,0.541666667,110,2,,,2,1,1,202,505,309,4,US,3,2,2,0.404020
306,1,A,2,2,0.618055556,0.53125,125,1,,,2,1,1,,,,2,US,6,1,2,0.404020
306,1,A,2,2,0.618055556,0.53125,125,2,,,2,2,1,619,,,2,US,4,2,2,0.404020
306,1,A,2,2,0.618055556,0.541666667,110,2,,,1,0,1,,,,1,US,4,2,1,0.404020
306,1,A,2,2,0.618055556,0.5625,80,3,,,2,2,2,,,,13,CANADA,5,2,2,0.404020
306,1,A,2,2,0.618055556,0.541666667,110,2,,,0,1,0,,,,90,US,0,0,0,0.404020
306,1,A,2,2,0.618055556,0.5625,80,3,,,2,2,2,,,,2,US,5,2,2,0.404020
306,1,A,2,2,0.618055556,0.541666667,110,2,,,1,2,2,,,,10,US,7,1,2,0.404020
306,1,A,2,2,0.618055556,0.555555556,90,2,,,2,2,2,321,,,1,US,5,1,1,0.404020
306,1,A,2,2,0.618055556,0.572916667,65,2,,,2,2,2,,,,1,US,5,2,2,0.404020
306,1,A,2,2,0.618055556,0.5625,80,2,,,1,1,1,,,,2,US,5,2,1,0.404020
306,1,A,2,2,0.618055556,0.5625,80,2,,,2,1,2,993,,,1,US,3,2,3,0.404020
306,1,A,2,2,0.618055556,0.520833333,140,2,,,2,2,2,,,,1,US,7,0,2,0.404020
306,1,A,2,2,0.618055556,0.534722222,120,3,,,1,1,1,605,603,,5,US,5,1,2,0.404020
306,1,A,2,2,0.618055556,0.5625,80,2,,,2,2,2,,,,1,US,3,2,3,0.404020
306,1,A,2,2,0.618055556,N,N,0,,,1,2,2,,,,1,US,5,2,1,0.404020
306,1,A,2,2,0.618055556,0.506944444,160,1,,,2,2,2,999,,,10,US,4,1,2,0.404020
306,1,A,2,2,0.618055556,0.541666667,110,3,,,2,1,2,103,,,7,US,6,1,2,0.404020
306,1,A,2,2,0.618055556,0.416666667,290,3,,,2,2,2,999,,,10,US,7,1,2,0.404020
1581,1,F,2,2,0.708333333,0.645833333,90,2,,,2,2,2,611,,,10,US,7,1,2,2.167946
1581,1,F,2,2,0.708333333,0.583333333,180,2,,,2,2,1,999,,,12,US,3,2,2,2.167946
1581,1,F,2,2,0.708333333,0.625,120,2,,,0,0,1,,,,12,US,7,2,2,2.167946
1581,1,F,2,2,0.708333333,0.40625,435,2,,,2,1,2,,,,12,US,2,2,2,2.167946
1581,1,F,2,2,0.708333333,0.583333333,180,0,,,0,1,1,210,,,10,US,2,2,2,2.167946
1581,1,F,2,2,0.708333333,0.484722222,322,2,,,0,1,0,323,,,12,US,5,2,2,2.167946
1581,1,F,2,2,0.708333333,0.625,120,2,,,2,2,1,,,,10,US,2,2,2,2.167946
1581,1,F,2,2,0.708333333,0.541666667,240,2,,,1,1,2,,,,15,GERMANY,5,2,2,2.167946
1581,1,F,2,2,0.708333333,0.625,120,2,,,2,2,2,,,,10,US,7,2,2,2.167946
1581,1,F,2,2,0.708333333,0.625,120,2,,,2,2,1,308,,,15,GERMANY,4,1,2,2.167946
5634,1,F,3,2,0.764583333,0.5,381,2,,,2,1,1,203,302,404,10,US,6,2,2,2.167946
5634,1,F,3,2,0.764583333,0.3125,651,4,,,1,2,1,202,7,,10,US,2,2,2,2.167946
5634,1,F,3,2,0.764583333,0.71875,66,1,,,2,2,1,321,,,10,US,3,1,1,2.167946
5634,1,F,3,2,0.764583333,0.670138889,136,1,,,2,1,1,614,,,10,US,6,2,1,2.167946
5634,1,F,3,2,0.764583333,0.670138889,136,3,,,0,1,1,,,,13,CANADA,7,1,2,2.167946
5634,1,F,3,2,0.764583333,0.680555556,121,1,,,2,2,2,,,,15,GERMANY,5,1,2,2.167946
5634,1,F,3,2,0.764583333,0.697916667,96,1,,,2,2,2,999,,,10,US,3,2,1,2.167946
5634,1,F,3,2,0.764583333,0.708333333,81,1,,,2,2,2,303,,,13,MEXICO,4,1,1,2.167946
5634,1,F,3,2,0.764583333,0.667361111,140,2,,,2,2,2,,,,10,US,6,1,2,2.167946
5634,1,F,3,2,0.764583333,0.666666667,141,2,,,0,0,0,,,,10,US,6,2,2,2.167946
5634,1,F,3,2,0.764583333,0.729166667,51,5,,,2,2,2,,,,15,SWITZERLAND,3,1,2,2.167946
5634,1,F,3,2,0.764583333,0.625,201,3,,,2,2,2,,,,10,US,6,2,1,2.167946
942,1,D,3,2,0.819444444,0.753472222,95,1,,,2,2,2,505,,,10,US,4,1,2,0.952000
942,1,D,3,2,0.819444444,0.708333333,160,2,,,1,2,1,505,20,,10,US,3,2,1,0.952000
326,7,A,2,3,0.697916667,0.541666667,225,2,,,1,2,1,202,704,,1,US,2,1,2,0.669478
942,1,D,3,2,0.819444444,0.722222222,140,1,,,2,2,2,606,,,15,UKRAINE,4,1,1,0.952000
326,7,A,2,3,0.697916667,0.5,285,2,,,1,2,1,312,,,10,US,2,2,2,0.669478
942,1,D,3,2,0.819444444,0.708333333,160,2,,,2,0,0,608,,,10,US,6,2,2,0.952000
326,7,A,2,3,0.697916667,0.614583333,120,2,,,1,2,2,405,,,17,UAE,6,1,1,0.669478
942,1,D,3,2,0.819444444,0.770833333,70,4,,,2,1,2,202,,,2,US,2,2,2,0.952000
326,7,A,2,3,0.697916667,0.583333333,165,1,,,1,2,2,22,302,,19,AUSTRALIA,5,1,2,0.669478
942,1,D,3,2,0.819444444,0.75,100,1,,,1,2,2,326,316,,12,US,2,2,2,0.952000
326,7,A,2,3,0.697916667,0.583333333,165,2,,,1,1,2,28,804,210,4,US,3,2,2,0.669478
942,1,D,3,2,0.819444444,0.701388889,170,2,,,0,1,0,999,,,10,US,3,2,2,0.952000
326,7,A,2,3,0.697916667,0.583333333,165,1,,,1,1,2,704,202,,99,,3,1,2,0.669478
942,1,D,3,2,0.819444444,0.736111111,120,3,,,1,1,2,,,,12,US,3,2,2,0.952000
942,1,D,3,2,0.819444444,0.75,100,1,,,2,2,1,506,,,10,US,4,2,1,0.952000
326,7,A,2,3,0.697916667,N,N,3,,,1,1,1,508,,,3,US,3,1,1,0.669478
942,1,D,3,2,0.819444444,0.729166667,130,2,,,2,2,2,506,,,10,US,3,2,2,0.952000
326,7,A,2,3,0.697916667,0.520833333,255,3,,,0,1,1,,,,16,INDIA,2,1,2,0.669478
942,1,D,3,2,0.819444444,0.6875,190,1,,,1,1,1,701,,,10,US,4,1,1,0.952000
326,7,A,2,3,0.697916667,0.5625,195,3,,,1,2,2,,,,4,US,4,1,3,0.669478
326,7,A,2,3,0.697916667,0.5625,195,6,,,1,3,3,,,,10,US,5,1,2,0.669478
942,1,D,3,2,0.819444444,0.541666667,400,0,,,1,2,2,407,9,,16,INDIA,6,1,2,0.952000
326,7,A,2,3,0.697916667,0.53125,240,1,,,1,2,1,104,,,16,INDIA,4,1,2,0.669478
326,7,A,2,3,0.697916667,0.5625,195,1,,,1,2,1,202,,,4,US,4,1,2,0.669478
326,7,A,2,3,0.697916667,0.541666667,225,2,,,1,1,1,,,,90,US,3,1,2,0.669478
942,1,D,3,2,0.819444444,0.75,100,1,,,2,1,1,999,,,10,US,3,2,1,0.952000
326,7,A,2,3,0.697916667,0.552083333,210,2,3,,1,2,1,,,,3,US,4,2,2,0.669478
942,1,D,3,2,0.819444444,0.75,100,3,,,1,2,2,,,,99,0,5,2,0,0.952000
326,7,A,2,3,0.697916667,0.541666667,225,3,,,1,2,1,,,,99,,5,2,2,0.669478
942,1,D,3,2,0.819444444,0.631944444,270,1,,,2,2,1,23,316,,10,US,3,1,1,0.952000
326,7,A,2,3,0.697916667,0.447916667,360,3,,,1,1,1,,,,10,US,4,2,2,0.669478
942,1,D,3,2,0.819444444,0.777777778,60,3,,,2,2,2,,,,2,US,3,2,2,0.952000
326,7,A,2,3,0.697916667,0.59375,150,3,,,1,2,1,206,,,99,0,0,0,0,0.669478
313,1,A,1,2,0.291666667,0.208333333,120,6,,,1,2,1,,,,10,US,6,2,1,0.404020
326,7,A,2,3,0.697916667,0.5625,195,3,,,1,2,1,,,,3,US,4,2,2,0.669478
313,1,A,1,2,0.291666667,0.229166667,90,1,,,1,1,2,,,,2,US,5,1,2,0.404020
326,7,A,2,3,0.697916667,0.541666667,225,3,,,1,2,1,,,,2,US,6,1,0,0.669478
313,1,A,1,2,0.291666667,0.229166667,90,3,,,2,1,2,,,,1,US,1,2,1,0.404020
1120,3,E,2,2,0.666666667,0.614583333,75,1,,,2,2,2,999,,,11,US,4,1,2,2.167946
663,4,A,2,3,0.489583333,0.375,165,2,,,1,2,1,,,,1,US,4,2,1,0.669478
663,4,A,2,3,0.489583333,0.34375,210,2,,,2,1,2,,,,10,US,7,1,1,0.669478
663,4,A,2,3,0.489583333,0.364583333,180,2,,,1,2,1,,,,10,US,3,1,2,0.669478
1120,3,E,2,2,0.666666667,0.618055556,70,1,,,2,2,1,,,,11,US,0,2,1,2.167946
663,4,A,2,3,0.489583333,0.270833333,315,2,,,1,0,1,,,,10,US,5,1,2,0.669478
663,4,A,2,3,0.489583333,0.395833333,135,3,,,2,1,2,,,,99,,4,1,0,0.669478
1120,3,E,2,2,0.666666667,0.604166667,90,1,,,2,2,1,,,,11,US,6,1,2,2.167946
1120,3,E,2,2,0.666666667,0.625,60,1,,,2,1,2,,,,11,US,5,1,1,2.167946
1120,3,E,2,2,0.666666667,0.618055556,70,1,,,1,2,2,608,,,11,US,6,1,2,2.167946
6449,1,C,3,2,0.833333333,0.666666667,240,1,,,1,1,1,993,23,,15,IRELAND,6,1,1,0.977951
1120,3,E,2,2,0.666666667,0.583333333,120,1,,,1,0,1,,,,11,US,5,1,3,2.167946
1120,3,E,2,2,0.666666667,0.59375,105,1,,,2,2,2,9,,,11,US,5,1,2,2.167946
1120,3,E,2,2,0.666666667,0.583333333,120,1,2,5,1,2,1,,,,6,US,6,2,2,2.167946
6449,1,C,3,2,0.833333333,0.256944444,830,1,,,2,2,2,202,318,704,10,US,4,1,2,0.977951
1120,3,E,2,2,0.666666667,0.458333333,300,2,,,1,1,1,,,,11,US,3,1,2,2.167946
1120,3,E,2,2,0.666666667,0.604166667,90,5,,,2,1,2,,,,11,US,6,2,2,2.167946
6449,1,C,3,2,0.833333333,0.333333333,720,1,,,2,2,2,306,202,505,10,US,3,2,1,0.977951
1120,3,E,2,2,0.666666667,0.5,240,2,,,2,2,1,,,,11,US,6,0,2,2.167946
1120,3,E,2,2,0.666666667,0.583333333,120,5,,,2,2,1,,,,11,US,3,1,2,2.167946
6449,1,C,3,2,0.833333333,0.75,120,1,,,1,2,1,609,,,12,US,4,0,2,0.977951
1120,3,E,2,2,0.666666667,0.583333333,120,5,,,2,1,1,,,,11,US,3,1,2,2.167946
6449,1,C,3,2,0.833333333,0.75,120,1,,,2,2,1,614,,,10,US,4,2,1,0.977951
