name,code,gate,flightID,loadFactor,seats,count,arrival,departure,delta.arrival,color
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B24b","d11ffbec-8341-4048-b288-f265f1fd244a","1","126","120","0.4131944444444445","0.4513888888888889","0.03819444444444442","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B1","6c0d7067-56bb-47ac-930f-d7e9fb511059","1","126","121","0.5097222222222222","0.5347222222222222","0.025000000000000022","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B15","2b876263-39cc-41e5-8771-7312d68b35b0","1","126","119","0.5583333333333333","0.5833333333333334","0.025000000000000022","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B23","0dc1bb7e-15b8-47e7-b211-e400579b9838","1","126","142","0.6006944444444444","0.625","0.02430555555555558","null"
"SkyWest Airlines to Salt Lake City, Airbus Industries A319","OO","B7a","76d739fd-2b4b-4982-9508-f91b1113a874","1","126","112","0.6729166666666666","0.6965277777777777","0.023611111111111138","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B4","eeca9f7d-3657-411c-8d4b-d5bd93fbf2b2","1","126","115","0.7319444444444444","0.7743055555555555","0.04236111111111107","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B9","4e8b22a1-2451-4a1b-b410-6f4418eab1b7","1","126","136","0.7868055555555555","0.8159722222222222","0.029166666666666674","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B15","e5b28143-b651-493c-9af9-77ca3c9abfd9","1","126","137","0.8548611111111112","0.8819444444444445","0.027083333333333348","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A319","OO","B6a","bc331b02-96b1-4c41-a666-ef7b230fe383","1","126","122","0.2326388888888889","0.2638888888888889","0.03125","null"
"SkyWest Airlines to Los Angeles, Airbus Industries A320","OO","B3","04b29449-2c50-43f3-ac06-982581f3d9ac","1","150","147","0.6819444444444445","0.7083333333333334","0.026388888888888906","null"
"Emirates to Dubai, Airbus A380","EK","B18","b08372da-30ea-4b79-9330-d745ff25e213","1","526","521","0.5451388888888888","0.6979166666666666","0.1527777777777778","null"
"Emirates to Dubai, Airbus A380","EK","B14","5fcd9536-aeab-4065-b324-a4b72689b153","1","526","518","0.6805555555555556","0.8020833333333334","0.12152777777777779","null"
"Frontier Airlines to Denver, Airbus Industries A320","F9","B2","3add67de-7768-4a6f-afa7-2562095ffc1e","1","162","174","0.5784722222222223","0.607638888888889","0.029166666666666674","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B7a","d6015481-be99-402a-a61d-e0b43604ddae","1","180","162","0.4083333333333333","0.4375","0.029166666666666674","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B4","0c3d90a5-ac1c-442f-b538-44a18ef91b17","1","180","180","0.6770833333333333","0.7118055555555555","0.03472222222222221","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B19","c292af18-466a-47a3-992b-926a93b42cb9","1","180","175","0.7652777777777777","0.7951388888888888","0.029861111111111116","null"
"Frontier Airlines to Denver, Airbus Industries A321","F9","B10a","c40d7d92-91f0-4a7f-929c-cba1a9263100","1","180","189","0.22569444444444448","0.2569444444444445","0.03125","null"
"Hawaiian Airlines to Honolulu, Airbus A330-200","HA","B20","9147371f-db59-4c50-b5db-7714e07a2a1d","1","267","281","0.5416666666666666","0.5972222222222222","0.05555555555555558","null"
"Hawaiian Airlines to Honolulu, Airbus A330-200","HA","B24","356e979e-b8cb-4f22-914f-186f3efe776f","1","294","280","0.3368055555555555","0.37152777777777773","0.03472222222222221","null"
"KLM Royal Dutch Airlines to Amsterdam, Boeing 777","KL","B6","2aefa663-9a49-4abc-b07c-5f48e2c5cc98","1","425","444","0.48958333333333326","0.579861111111111","0.09027777777777779","null"
"MN Airlines (Sun Country) to Minneapolis, Boeing 737","SY","B22","b0c11af4-5466-463f-9307-64417d573f3f","1","129","124","0.701388888888889","0.7361111111111112","0.03472222222222221","null"
"MN Airlines (Sun Country) to Minneapolis, Boeing 737-800","SY","B6b","6a8d533a-424b-4e80-92f3-e8e6ffaebc9e","1","162","153","0.3819444444444444","0.4131944444444444","0.03125","null"
"SkyWest Airlines to Santa Barbara, De Havilland Bombardier Dash 8","OO","B2","0e4dd1fc-1aca-47af-9a33-e701445e8999","1","74","84","0.4381944444444445","0.513888888888889","0.07569444444444445","null"
"Southwest Airlines to Milwaukee, Boeing 737","WN","B23","438fac9d-aaef-4c79-ae48-813144537c60","1","143","123","0.3055555555555556","0.3263888888888889","0.020833333333333315","null"
"Southwest Airlines to Phoenix, Boeing 737","WN","B1","1f4c193f-5632-4429-9e99-a37e8cdbfd32","1","143","140","0.3263888888888889","0.34375","0.017361111111111105","null"
"Southwest Airlines to Los Angeles, Boeing 737","WN","B10a","40fcb7e3-1446-43a8-9f78-b2f02996676e","1","143","142","0.32638888888888895","0.34722222222222227","0.020833333333333315","null"
"Southwest Airlines to San Diego, Boeing 737","WN","B22","93ef1b75-f88e-4bae-a2b1-45a4c82c492a","1","143","137","0.3715277777777778","0.3993055555555556","0.02777777777777779","null"
"Southwest Airlines to Fort Lauderdale, Boeing 737","WN","B21","88b80330-c30b-41e7-abfa-f39317ae5b5d","1","143","143","0.3888888888888889","0.4236111111111111","0.03472222222222221","null"
"Southwest Airlines to Denver, Boeing 737","WN","B9","93fdaa61-742f-4551-82af-e5883286811c","1","143","137","0.38888888888888884","0.4131944444444444","0.02430555555555558","null"
